energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,artist,track_name,popularity,success
0.925,0.186,168.393,0.0663,0.0219,0.0,4,0.334,9,155187,-8.521,0.577,0,The Ruts,Babylon's Burning,44,0
0.35,0.135,93.336,0.0403,0.41,0.279,4,0.465,3,688133,-12.977,0.62,1,Thelonious Monk,"Straight, No Chaser",51,0
0.812,0.419,110.081,0.0403,0.515,0.0,4,0.605,11,190245,-4.699,0.451,1,Diego & Victor Hugo,Áudio - Ao Vivo em Brasília,75,0
0.919,0.0598,94.993,0.0938,0.101,0.00343,4,0.805,1,188606,-1.294,0.494,1,Jasmine Sandlas,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",67,0
0.57,0.0626,81.997,0.0573,0.322,0.00856,4,0.642,7,193747,-12.557,0.611,1,Field Guide,You Were,46,0
0.735,0.0778,92.039,0.231,0.126,0.0,4,0.777,11,156522,-2.108,0.713,1,Gloria Groove,YoYo,61,0
0.76,0.102,140.059,0.0306,0.0541,0.0033,4,0.698,1,202027,-8.11,0.788,0,Armandinho,Amor Vem Cá,62,0
0.926,0.0747,171.957,0.0545,0.0854,0.0,4,0.622,10,186907,-4.42,0.796,0,AK-69,Bussin’,51,0
0.0768,0.123,107.712,0.0413,0.774,0.0487,4,0.428,0,308933,-17.412,0.112,0,John Coltrane,"Alabama - Live At Birdland Jazzclub, New York City, NY, 10/18/1963",49,0
0.466,0.113,92.94,0.0399,0.85,0.00464,4,0.608,7,332363,-12.195,0.81,1,Seu Jorge,Saravá,41,0
0.619,0.111,79.989,0.0979,0.32,0.0,4,0.774,8,183147,-6.909,0.902,0,Rael,Flor de Aruanda,49,0
0.565,0.0861,127.05,0.194,0.182,0.0,4,0.889,8,305558,-7.068,0.464,1,Rap Box,Eminente,54,0
0.868,0.145,162.0,0.0714,0.000121,2.72e-06,4,0.441,11,163720,-5.516,0.366,0,Silverstein,Infinite,61,0
0.213,0.0877,139.155,0.0668,0.851,0.0,4,0.691,7,218597,-8.186,0.408,0,Zach Matari,All the Wrong Places,40,0
0.613,0.0946,129.987,0.0479,0.0857,0.0,4,0.819,0,216000,-7.996,0.759,1,CMK,Tira Minha Roupa,41,0
0.299,0.114,121.557,0.0863,0.402,2.41e-06,4,0.543,1,200041,-13.383,0.156,0,Juliah,História de nós dois,32,0
0.613,0.103,177.333,0.0309,0.39,0.0128,4,0.349,9,337333,-5.9,0.28,1,The Strokes,Not The Same Anymore,63,0
0.669,0.0913,110.008,0.0537,0.153,1.88e-06,4,0.744,0,164562,-6.468,0.701,1,Davi Cíntori,Vai Quebrar,40,0
0.66,0.0732,149.932,0.341,0.189,5.97e-06,4,0.814,8,138812,-7.471,0.616,1,Kaya Conky,Sequência do Bota,44,0
0.252,0.0969,136.667,0.036,0.85,0.00247,4,0.585,5,308038,-14.092,0.301,1,Josh Ritter,Losing Battles - Acoustic,48,0
0.0796,0.0909,163.568,0.0379,0.901,1.53e-06,4,0.488,1,193013,-14.871,0.376,1,Ruston Kelly,Brave,41,0
0.546,0.109,110.043,0.0317,0.303,0.0,4,0.64,0,227392,-7.366,0.457,1,Amira Jazeera,Magic,26,0
0.9,0.14,151.274,0.0545,0.00539,4.09e-05,4,0.525,2,163240,-6.815,0.883,1,The Clash,I Fought the Law,63,0
0.542,0.0894,98.071,0.0545,0.267,0.0,4,0.71,5,140971,-8.572,0.537,1,Fireboy DML,New York City Girl,54,0
0.26,0.0901,138.052,0.0574,0.793,0.000429,4,0.886,1,256560,-11.676,0.516,1,Rhiannon Giddens,At the Purchaser's Option,0,0
0.752,0.12,94.927,0.0458,0.445,0.0,4,0.682,10,216000,-3.718,0.879,0,Ponto De Equilíbrio,Sempre Procurei,42,0
0.972,0.364,152.667,0.127,4.55e-05,0.00183,4,0.286,11,152747,-5.031,0.31,0,GBH,Sick Boy,32,0
0.363,0.092,160.144,0.362,0.725,0.0,4,0.705,7,301547,-10.788,0.862,0,L7NNON,Berenice (Papasessions #6) [feat. CALIFFA],63,0
0.631,0.155,130.069,0.234,0.00409,0.0,4,0.834,7,138462,-6.802,0.392,1,Bixarte,Assiste meu Sucesso,33,0
0.466,0.228,133.039,0.0333,0.733,0.0,4,0.673,11,192871,-8.483,0.556,1,Ludmilla,"A boba fui eu - Recorded At Mosh Studios, São Paulo",67,0
0.408,0.069,87.016,0.036,0.747,0.000229,4,0.732,11,299440,-8.475,0.663,1,Aldous Harding,The Barrel,63,0
0.493,0.202,126.358,0.0467,0.804,0.266,4,0.612,5,570720,-8.589,0.484,0,Art Blakey,Moanin',53,0
0.596,0.0966,113.278,0.0255,0.128,0.00484,4,0.716,11,189533,-8.503,0.487,1,Os Paralamas Do Sucesso,Lanterna Dos Afogados,62,0
0.439,0.0678,117.934,0.1,0.0713,0.0,4,0.938,9,152453,-7.55,0.777,0,Soolking,La Kichta,65,0
0.428,0.277,164.065,0.0306,0.226,0.000774,4,0.6,5,217840,-9.108,0.355,1,S.G. Goodman,The Way I Talk,36,0
0.241,0.122,79.537,0.0314,0.593,0.195,4,0.56,4,293733,-15.385,0.341,0,B.B. King,Chains And Things,56,0
0.492,0.135,132.004,0.04,0.0137,0.966,4,0.721,8,192483,-10.032,0.691,1,Ela Minus,megapunk,36,0
0.738,0.211,104.098,0.0271,0.0315,0.000634,3,0.638,9,304600,-9.563,0.816,1,Luther Allison,Should I Wait,49,0
0.544,0.344,157.988,0.0269,0.406,0.0,4,0.583,7,198059,-4.483,0.564,1,Maneva,"Lindo, Leve E Pleno",54,0
0.513,0.078,137.873,0.0258,0.0367,0.000446,4,0.484,2,237035,-7.523,0.121,1,Devise,Espera,39,0
0.589,0.132,97.935,0.0369,0.237,0.0,4,0.395,5,248590,-5.487,0.49,1,Ammy Virk,Main Suneya,63,0
0.984,0.358,200.111,0.252,0.000431,0.000584,4,0.359,7,251203,-4.805,0.372,1,Kingdom Of Giants,Sync,50,0
0.65,0.202,136.022,0.0401,0.197,0.0,4,0.354,9,545134,-6.912,0.299,1,Gabriela Gomes,Eu Sei,60,0
0.483,0.0284,91.652,0.0298,0.434,0.012,4,0.711,11,169998,-11.211,0.884,1,Albert King,Born Under A Bad Sign - Mono Mix,57,0
0.55,0.126,129.932,0.0785,0.205,0.0,4,0.692,9,177231,-7.555,0.688,0,C.A.Í.Q,CONEXÃO,29,0
0.919,0.105,145.037,0.0635,0.0939,4.38e-06,4,0.687,10,211034,-3.28,0.877,1,Diljit Dosanjh,Sauda Khara Khara,60,0
0.426,0.117,120.022,0.0394,0.305,0.000122,4,0.797,0,232176,-8.564,0.515,1,Dashboard Confessional,"Circles - Recorded at Electric Lady Studios NYC, 2020",52,0
0.847,0.728,164.06,0.0465,0.682,0.0,4,0.653,5,173283,-7.326,0.851,0,Pixote,Amor em Braile - Ao Vivo,58,0
0.991,0.121,82.997,0.15,0.00191,0.0,4,0.476,4,226349,-2.855,0.202,0,Five Finger Death Punch,Inside Out,64,0
0.157,0.101,91.537,0.0428,0.95,0.0593,4,0.424,9,171653,-18.141,0.342,1,The xx,Angels,65,0
0.236,0.215,82.232,0.0364,0.407,0.0434,4,0.469,7,399173,-16.981,0.415,1,Willie Dixon,I Can't Quit You Baby,51,0
0.742,0.117,129.921,0.0596,0.428,0.0,4,0.668,5,177734,-1.569,0.381,0,Lia Clark,Nude,41,0
0.765,0.113,129.983,0.0777,0.38,0.0,4,0.754,10,195692,-5.354,0.53,0,WIU,Mantém,65,0
0.824,0.107,98.156,0.349,0.439,0.0,4,0.736,5,167755,-9.394,0.835,1,Anees,Brown Kid,30,0
0.521,0.849,169.802,0.0352,0.353,0.0162,4,0.38,4,355480,-7.455,0.395,1,Maria Gadú,Gente Aberta - Acorda Amor,44,0
0.708,0.113,186.017,0.141,0.568,0.00117,4,0.655,5,188093,-6.403,0.525,0,CKay,love nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],58,0
0.718,0.0438,130.026,0.0505,2.83e-06,0.641,4,0.406,8,291923,-7.094,0.301,1,Viscera,Obsidian,46,0
0.699,0.618,129.11,0.0369,0.421,7.71e-06,4,0.522,9,520896,-5.316,0.734,1,Filosofia Reggae,Amar Novamente / Sentimento Bom - Ao Vivo,39,0
0.251,0.0637,98.833,0.0278,0.769,0.774,4,0.476,9,354973,-13.854,0.37,0,Wes Montgomery,A Day In The Life,0,0
0.389,0.0917,99.998,0.0252,0.425,0.0848,4,0.58,4,223600,-10.609,0.326,1,Pearl Jam,Alright,52,0
0.455,0.135,160.9,0.0485,0.62,0.00187,4,0.441,10,152351,-14.207,0.918,1,John Lee Hooker,Boom Boom,57,0
0.551,0.118,83.037,0.0829,0.0392,0.0,4,0.767,10,190843,-6.541,0.196,0,Meno Tody,Multiplica,58,0
0.403,0.448,93.911,0.0426,0.451,1.13e-05,4,0.623,5,396960,-11.121,0.631,0,Miles Davis Quintet,It Could Happen To You,42,0
0.587,0.0688,148.062,0.0674,0.336,0.0,4,0.775,1,177371,-8.575,0.669,1,Lyna Mahyem,Boussole,42,0
0.379,0.2,143.958,0.0355,0.0407,0.00197,4,0.367,1,437419,-15.701,0.159,0,Nívea Soares,Jesus - Ao Vivo,56,0
0.565,0.096,112.988,0.375,0.38,0.0,5,0.48,8,207529,-9.954,0.806,0,Orochi,Acende o Isqueiro,68,0
0.574,0.331,147.961,0.0726,0.161,7.09e-06,4,0.66,8,205946,-9.464,0.421,1,Aya Oficial,Me Libertar,35,0
0.675,0.0672,94.073,0.223,0.0264,0.804,4,0.777,4,210748,-7.898,0.567,0,Bleepolar,Planeta,0,0
0.856,0.157,160.083,0.0806,0.000193,0.0,4,0.52,2,205016,-4.228,0.47,1,Machine Gun Kelly,bloody valentine,79,0
0.606,0.106,132.43,0.313,0.462,0.000715,1,0.678,10,175135,-7.635,0.424,0,Papatinho,5 Estrelas,55,0
0.663,0.124,165.203,0.0345,0.91,4.82e-05,3,0.568,8,219818,-6.179,0.808,1,Sid Sriram,Samajavaragamana,62,0
0.877,0.0956,164.19,0.0415,0.0523,0.0,4,0.599,0,178749,-2.703,0.883,1,Kika Boom,Loka de Pinga,46,0
0.818,0.0737,94.005,0.067,0.12,0.0,4,0.798,6,157282,-3.145,0.859,1,Pabllo Vittar,Tímida,63,0
0.461,0.112,131.974,0.0518,0.548,0.0,4,0.637,1,280000,-9.123,0.224,1,Mulambo,Meu Sim,29,0
0.697,0.394,96.036,0.0333,0.404,2e-05,4,0.439,7,257440,-6.211,0.134,1,Alanis Morissette,Smiling,44,0
0.721,0.155,157.188,0.0899,0.025,0.0466,4,0.744,0,207200,-7.008,0.965,1,Gang Of Four,Damaged Goods,56,0
0.73,0.376,117.03,0.0515,0.134,0.0,4,0.745,4,209044,-8.001,0.652,0,Leo Hainer,Encrenca,24,0
0.729,0.24,103.997,0.081,0.534,0.000671,4,0.831,9,177224,-6.826,0.569,0,Yung Felix,Killi Person (feat. Nelson Freitas),54,0
0.377,0.0891,114.974,0.0339,0.712,0.0,4,0.584,1,168567,-12.897,0.573,0,Motta Oficial,Me Ganhou,22,0
0.69,0.103,89.947,0.0661,0.0175,5.25e-06,4,0.771,4,247060,-7.892,0.917,0,Mato Seco,Levante Popular,46,0
0.341,0.098,137.634,0.174,0.475,7.47e-06,3,0.497,2,362400,-13.635,0.469,1,Son Seals,Now That I'm Down,0,0
0.739,0.728,106.001,0.0995,0.702,0.0,4,0.622,2,214486,-5.715,0.873,1,Péricles,"Nunca Foi Sorte, Sempre Foi Deus - Ao Vivo",58,0
0.856,0.382,116.004,0.176,0.0113,0.00441,4,0.945,11,146897,-6.693,0.887,1,Thanks Joey,COCA (Afrobeat) - Remix,27,0
0.912,0.339,98.025,0.243,0.0238,0.0,4,0.783,0,166898,-3.713,0.749,1,Katy Perry,Smile,79,0
0.653,0.135,134.021,0.0749,0.104,0.128,4,0.768,7,222987,-9.626,0.497,1,Ghetto Kumbé,Cara a Cara,22,0
0.783,0.359,123.036,0.051,0.00259,0.00284,4,0.682,9,206334,-6.601,0.443,1,Vintage Culture,Colour of My Heart,61,0
0.597,0.0665,145.905,0.0334,0.346,0.000316,4,0.32,0,412603,-5.55,0.137,1,Victor Valente,Porque Ele Vive,0,0
0.72,0.194,110.015,0.0464,0.191,7.3e-06,4,0.856,8,192000,-6.618,0.45,1,Kawe,Modo Trapaça,62,0
0.771,0.521,157.052,0.0548,0.00776,0.0,4,0.689,5,167922,-3.618,0.482,1,Stray Kids,God’s Menu,81,0
0.158,0.0993,102.813,0.0417,0.96,1.5e-05,4,0.485,7,138764,-13.542,0.43,1,Luiza Brina,Oração 12,22,0
0.638,0.12,135.998,0.0303,0.0325,0.00081,4,0.534,7,276213,-6.805,0.12,1,Heloisa Rosa,Tudo É Sobre Ti,55,0
0.4,0.14,140.307,0.0411,0.552,0.00018,4,0.541,6,162434,-14.285,0.155,0,João Bernardo,Longe Daqui (é Perto de Outro Lugar),30,0
0.765,0.0601,99.96,0.0633,0.464,0.0,4,0.823,2,184618,-1.695,0.715,0,B Praak,"Naah Goriye (From ""Bala"")",62,0
0.866,0.295,165.209,0.0392,3.03e-05,2.92e-05,4,0.352,2,174013,-3.274,0.544,1,The Vaccines,If You Wanna,39,0
0.881,0.146,103.055,0.0461,0.0457,4.26e-06,4,0.692,11,192280,-2.563,0.433,0,EVERGLOW,DUN DUN,75,0
0.174,0.105,119.956,0.0359,0.808,0.0,4,0.666,4,197500,-13.023,0.346,1,Bia Marques,Volta pra Casa,40,0
0.697,0.924,141.427,0.0581,0.223,0.0,4,0.751,0,177805,-8.012,0.555,1,Thiaguinho,A Fila Anda - Ao Vivo,68,0
0.909,0.0657,95.989,0.124,0.258,0.0,4,0.734,10,215951,-4.4,0.691,0,Guru Randhawa,Surma Surma,59,0
0.847,0.781,77.991,0.0428,0.16,6.65e-06,4,0.604,7,196493,-7.516,0.919,1,Natiruts,Me Namora - Ao Vivo,0,0
0.667,0.13,175.744,0.353,0.511,9.09e-06,4,0.614,10,223636,-8.941,0.42,0,San Mo,Me Diz Se,30,0
0.715,0.323,159.176,0.028,0.087,0.000192,4,0.531,2,235747,-5.784,0.886,1,AWOLNATION,Pacific Coast Highway In The Movies (feat. Rivers Cuomo of Weezer),53,0
0.363,0.0868,131.249,0.0284,0.528,0.0538,4,0.408,2,368494,-13.949,0.212,1,Roo Panes,There's A Place,49,0
0.84,0.11,94.05,0.0486,0.0177,3.18e-05,4,0.841,10,213281,-2.838,0.567,1,Zion & Lennox,Mujer Satisfecha,70,0
0.143,0.278,125.464,0.0423,0.958,0.497,4,0.53,8,442227,-17.471,0.119,1,The Dave Brubeck Quartet,Strange Meadow Lark,48,0
0.549,0.372,147.807,0.0354,0.186,0.0,4,0.425,2,395436,-10.611,0.427,1,Bruna Karla,Tudo é Possível,61,0
0.705,0.0625,112.026,0.115,0.0173,0.217,4,0.853,11,191360,-4.731,0.961,0,NSG,Grandad,63,0
0.79,0.847,78.956,0.101,0.482,0.0,4,0.567,4,227371,-6.073,0.628,0,Maneva,Pisando Descalço - Ao Vivo Em São Paulo,0,0
0.968,0.372,105.041,0.0526,0.000749,1.53e-06,4,0.563,2,181200,-6.297,0.583,1,Amaranthe,Viral,61,0
0.108,0.106,104.237,0.0318,0.973,0.000907,4,0.624,7,193203,-16.559,0.266,1,Gilberto Gil,Copo Vazio,51,0
0.651,0.284,111.215,0.0701,0.0135,0.0,3,0.362,10,231796,-5.933,0.243,1,Wrabel,since i was young (with kesha),63,0
0.229,0.167,117.823,0.0307,0.794,0.0,4,0.593,9,130546,-8.888,0.42,1,Bazzi,Renee's Song,73,0
0.787,0.176,130.003,0.0554,0.666,5.74e-05,4,0.962,3,165231,1.509,0.968,0,Niack,Na Raba Toma Tapão,66,0
0.714,0.546,183.803,0.0844,0.0484,1.24e-05,4,0.609,2,158700,-6.084,0.68,1,Adekunle Gold,AG Baby,53,0
0.46,0.0717,95.012,0.328,0.689,0.0,4,0.517,8,288000,-11.733,0.534,0,Cynthia Luz,Me Negaram Amor,65,0
0.587,0.119,136.961,0.0325,0.422,0.0,4,0.404,0,332333,-6.566,0.0717,1,Isadora Pompeo,Braços de Amor,0,0
0.661,0.302,121.281,0.0946,0.0106,3.33e-06,5,0.598,1,174205,-3.597,0.671,0,Abir,Inferno,51,0
0.448,0.0965,157.194,0.0605,0.497,0.0,4,0.695,1,197091,-8.696,0.902,1,Clara Valverde,samba do moço bonito,0,0
0.642,0.172,150.087,0.0341,0.11,0.000986,4,0.609,5,227080,-7.337,0.296,1,alt-J,Breezeblocks,1,0
0.272,0.109,149.128,0.0525,0.858,0.0236,4,0.678,4,189507,-10.415,0.378,1,John Lee Hooker,Boogie Chillen,51,0
0.829,0.355,147.829,0.069,0.555,0.0,4,0.624,9,171097,-4.436,0.656,0,Diego & Victor Hugo,Erro Antigo - Ao Vivo,72,0
0.927,0.343,122.999,0.0537,0.062,0.0,4,0.758,7,217760,-2.105,0.738,1,IZ*ONE,FIESTA,70,0
0.499,0.845,105.984,0.0501,0.682,0.00201,4,0.797,0,193116,-9.217,0.646,1,Maneva,Sem Jeito Ao Vivo - Acústico / Ao Vivo,57,0
0.225,0.146,132.63,0.0376,0.789,0.00467,4,0.425,2,312820,-8.708,0.14,0,Sam Fender,Back To Black - BBC Radio 1 Live Session,49,0
0.911,0.181,122.035,0.0617,0.00795,0.000179,4,0.809,6,191242,-4.41,0.64,0,ITZY,WANNABE,79,0
0.574,0.108,159.807,0.122,0.76,3.15e-06,4,0.626,6,158227,-9.673,0.61,0,Sest,Ouvi Dizer,27,0
0.495,0.074,118.066,0.0527,0.239,0.00175,4,0.792,0,517400,-11.603,0.719,1,B.B. King,Why I Sing The Blues,54,0
0.333,0.11,179.762,0.0728,0.289,7.9e-06,4,0.546,11,228500,-11.657,0.315,0,Rapha Mello,Nos2,32,0
0.753,0.102,179.983,0.06,0.122,4.8e-05,4,0.773,10,213200,-4.173,0.56,1,Jhay Cortez,Dime A Ve,74,0
0.714,0.0785,78.211,0.0367,0.658,5.2e-06,4,0.523,11,216120,-6.021,0.659,1,The Lumineers,Gloria,52,0
0.155,0.108,78.088,0.0298,0.988,0.0155,4,0.542,2,183768,-12.924,0.247,0,The Brother Brothers,Siren Song,60,0
0.245,0.119,86.945,0.0357,0.69,0.0116,4,0.499,8,193793,-13.618,0.283,1,Maria Kelly,i leave early,48,0
0.652,0.0324,155.93,0.0604,0.0476,0.0,4,0.696,8,176352,-5.473,0.618,1,WINNER,Hold,63,0
0.745,0.106,124.03,0.104,0.0739,0.0298,4,0.787,11,218770,-6.263,0.66,0,Jovem Dionisio,Pontos de Exclamação - Vintage Culture & Future Class Remix,54,0
0.73,0.939,166.091,0.228,0.0724,0.0,4,0.812,10,204117,-6.95,0.788,0,Di Ferrero,Céu Da Sua Boca - Ao Vivo,48,0
0.717,0.242,145.984,0.096,0.0601,0.00013,4,0.695,1,126379,-4.854,0.471,1,WC no Beat,Balança (feat. Pedro Sampaio e FP do Trem Bala),76,0
0.622,0.498,96.964,0.0337,0.344,0.0699,4,0.517,6,244960,-9.135,0.51,0,Tall Heights,Horse to Water,61,0
0.72,0.956,141.954,0.0481,0.159,0.0,4,0.605,7,201856,-3.616,0.296,0,Gustavo Mioto,Com ou Sem Mim (Ao Vivo em Fortaleza),74,0
0.521,0.127,123.118,0.0612,0.0707,0.00552,4,0.721,2,261413,-8.123,0.942,1,Talking Heads,Psycho Killer - 2005 Remaster,72,0
0.538,0.109,141.992,0.111,0.214,0.0,4,0.703,6,150875,-7.63,0.431,0,Zeina,Suburbs,53,0
0.394,0.0473,112.997,0.0876,0.0912,0.0407,4,0.856,7,441770,-17.27,0.515,1,Kabza De Small,Buyile,48,0
0.708,0.0844,108.143,0.0543,0.0346,0.0103,4,0.642,9,215800,-13.402,0.775,1,Hound Dog Taylor,Give Me Back My Wig,48,0
0.375,0.0746,141.148,0.161,0.0546,0.0,4,0.892,1,161778,-8.492,0.437,1,Mc Brunyn,"Vai Luan, Rainha dos Faixa Preta",70,0
0.991,0.0936,100.022,0.235,8.19e-05,1.92e-05,4,0.253,9,216000,-2.152,0.0596,1,Slaughter to Prevail,Demolisher,63,0
0.641,0.144,125.891,0.0427,0.0297,0.863,4,0.675,7,279520,-9.754,0.854,1,The Velvet Underground,I'm Waiting For The Man - Album Version (Stereo),0,0
0.668,0.153,90.015,0.0591,0.325,0.0023,4,0.701,9,181000,-6.76,0.513,0,Kaya Giray,Yarınım Yok,63,0
0.7,0.104,81.983,0.0435,0.0238,0.0,4,0.681,7,199114,-5.924,0.636,1,Duoroots,Ter Você,36,0
0.565,0.161,113.01,0.159,0.42,2.08e-05,4,0.829,5,195398,-9.412,0.423,1,DJ Tunez,GBESE 2.0,47,0
0.454,0.126,104.953,0.0487,0.0939,0.000268,5,0.781,0,159408,-10.098,0.527,1,Maneva,Anunciação - Ao Vivo,57,0
0.623,0.205,104.392,0.066,0.00125,1.27e-06,4,0.641,11,214406,-6.117,0.398,1,DJDS,Simple Things [Feat. Tory Lanez & Rema],59,0
0.379,0.114,105.016,0.029,0.759,0.852,4,0.636,11,300278,-16.21,0.341,1,Fionn Regan,The Meetings of the Waters,49,0
0.525,0.197,124.569,0.0499,0.3,3.15e-05,4,0.595,11,192200,-11.582,0.826,0,Bonnie Raitt,Love Me Like a Man - Remastered,52,0
0.632,0.0965,105.059,0.0334,0.947,0.92,4,0.679,2,130547,-13.32,0.956,0,Jake Blount,"Goodbye, Honey, You Call That Gone",43,0
0.72,0.0895,85.004,0.051,0.0533,0.0,4,0.642,2,267973,-5.675,0.497,1,OK Go,All Together Now,44,0
0.585,0.0766,144.051,0.0529,0.13,3.33e-05,4,0.712,9,195820,-11.447,0.868,0,Armandinho,Minha Mina,57,0
0.578,0.107,142.859,0.0286,0.192,0.0,4,0.325,5,358240,-5.785,0.155,1,Gabriela Gomes,Deus Proverá,63,0
0.484,0.171,139.92,0.0585,0.713,1.65e-06,4,0.622,7,191940,-8.986,0.683,0,Sammy Shiblaq,Hard,27,0
0.687,0.0748,125.071,0.0278,0.199,0.0,4,0.716,0,197043,-7.023,0.639,1,ReN,We'll be fine,59,0
0.735,0.871,147.975,0.0357,0.795,0.0,4,0.561,6,166673,-6.847,0.775,0,Sorriso Maroto,Reprise - Ao Vivo,66,0
0.474,0.0919,72.414,0.0953,0.531,0.0,4,0.66,2,183931,-9.205,0.59,0,Igor Kannário,Vão Ter Que Engolir o Favelado - Versões,18,0
0.984,0.127,123.005,0.102,0.000149,0.788,4,0.318,2,348100,-4.588,0.0509,1,Lamb of God,Memento Mori,44,0
0.757,0.931,76.094,0.0734,0.346,0.0,4,0.591,7,206002,-3.322,0.574,1,Douglas & Vinicius,Figurinha - Ao Vivo,68,0
0.656,0.139,168.103,0.158,0.248,2.06e-06,4,0.777,2,154286,-5.823,0.833,0,Lenny Tavárez,La Pared 360,77,0
0.715,0.0916,165.879,0.153,0.123,1.41e-06,4,0.662,1,254734,-6.593,0.28,1,Matuê,Banco,66,0
0.991,0.224,140.05,0.138,3.46e-05,0.0652,4,0.399,4,266118,-2.857,0.0365,0,Orbit Culture,The Shadowing,48,0
0.748,0.898,88.169,0.0392,0.514,0.0,4,0.476,2,200922,-5.757,0.51,1,Vou pro Sereno,Bye Bye - Ao Vivo,58,0
0.865,0.452,90.021,0.0777,0.00806,0.0,4,0.66,7,143560,-4.107,0.961,0,Cuppy,Jollof On The Jet,49,0
0.63,0.0936,157.948,0.0697,0.619,0.0,4,0.63,2,162057,-7.674,0.942,1,Di Propósito,Manda Áudio,72,0
0.773,0.164,100.011,0.184,0.0341,0.0,4,0.698,7,232058,-8.106,0.527,1,Sauti Sol,Midnight Train,47,0
0.878,0.833,102.025,0.0634,0.605,0.0,4,0.688,2,415916,-3.984,0.884,1,Grupo Menos É Mais,Tempo de Aprender / Energia Surreal / Não Pedi Pra Me Apaixonar (Ao Vivo),68,0
0.506,0.968,83.094,0.0446,0.74,0.00229,4,0.504,2,145823,-9.881,0.591,1,Teresa Cristina,Gema (342 Amazônia ao Vivo no Circo Voador),41,0
0.895,0.0572,160.069,0.49,0.22,0.0,4,0.826,0,162000,-4.828,0.623,0,Rennan da Penha,Talarica,70,0
0.524,0.113,100.061,0.179,0.199,0.0,4,0.72,7,205254,-10.679,0.42,1,Malía,FLOW,49,0
0.697,0.652,145.408,0.0417,0.0686,0.00311,4,0.268,6,669421,-7.428,0.382,1,Gabriel Guedes de Almeida,Jesus em Tua Presença // Ao Único // Eu Navegarei - Ao Vivo,61,0
0.077,0.118,75.974,0.0376,0.904,0.0515,4,0.381,7,189251,-15.454,0.207,1,Scalene,Caburé,47,0
0.365,0.112,75.01,0.0327,0.596,4.39e-06,4,0.633,2,203200,-7.429,0.193,1,Hadi,All The Lights,30,0
0.986,0.426,139.918,0.0784,0.000489,0.876,4,0.501,5,193747,-6.373,0.426,1,Static-X,Terminator Oscillator,53,0
0.958,0.322,173.937,0.0849,0.325,1.98e-06,4,0.583,11,154183,-2.395,0.826,1,Gusttavo Lima,Quem Traiu Levou - Ao Vivo,70,0
0.809,0.109,101.043,0.0668,0.0813,0.00358,4,0.783,5,208758,-5.689,0.904,0,DJ Tunez,Cool Me Down (feat. Wizkid),45,0
0.559,0.172,94.025,0.0684,0.608,0.0,4,0.413,9,148085,-8.143,0.0619,1,Ayoub Maach,Zina,38,0
0.818,0.817,120.02,0.0594,0.0156,8.49e-05,4,0.765,0,157000,-4.45,0.691,0,Cat Dealers,Seatbelt (with Denis First),61,0
0.0744,0.123,76.47,0.0572,0.87,3.29e-06,4,0.579,11,228009,-13.742,0.107,0,Tim Bernardes,Só Nós Dois,53,0
0.528,0.773,104.991,0.0849,0.114,0.000189,4,0.896,0,237714,-5.981,0.312,0,Black Eyed Peas,FEEL THE BEAT,77,0
0.844,0.418,113.371,0.111,0.0838,0.0,4,0.742,2,188240,-6.441,0.85,1,The Clash,Should I Stay or Should I Go - Remastered,68,0
0.813,0.181,90.061,0.236,0.0542,1.47e-06,4,0.772,8,227222,-3.66,0.684,1,Haikaiss,Gangorra,55,0
0.869,0.223,173.997,0.0589,0.178,0.0,4,0.68,6,143448,-1.94,0.924,1,Pedro Sampaio,SENTADÃO,76,0
0.99,0.129,131.99,0.13,0.000778,0.0,4,0.497,6,249050,-3.436,0.101,1,In This Moment,"As Above, So Below",53,0
0.694,0.314,134.127,0.0421,0.39,0.0,4,0.405,2,429291,-5.379,0.409,1,Bruna Karla,Pensou em Mim,58,0
0.433,0.103,112.049,0.0468,0.471,3.75e-06,4,0.857,6,135499,-8.33,0.593,1,Julio Secchin,Quero Ir Pra Bahia Com Você,36,0
0.967,0.36,160.113,0.247,0.133,0.838,4,0.746,0,120050,-2.72,0.418,1,Dayvi,Baila Comigo (feat. Kelly Ruiz) - Rennan da Penha Remix,71,0
0.47,0.106,95.598,0.0548,0.77,2.6e-06,4,0.554,8,212480,-6.604,0.346,0,The Highwomen,Highwomen,57,0
0.171,0.158,118.883,0.0569,0.99,0.864,4,0.652,7,213387,-16.1,0.562,1,Oscar Peterson Trio,Stormy Weather,0,0
0.827,0.952,151.733,0.0503,0.725,0.0,4,0.605,6,205430,-6.635,0.785,1,Thiaguinho,Ponto Fraco - Ao Vivo,64,0
0.896,0.275,90.029,0.106,0.09,2.07e-06,4,0.748,1,153614,-4.541,0.874,1,Dilpreet Dhillon,Dushman,34,0
0.587,0.102,104.046,0.0466,0.105,0.0,4,0.69,1,155769,-6.53,0.278,0,Alok,Don't Cry For Me (with Jason Derulo),74,0
0.707,0.116,99.784,0.0759,0.159,0.000271,4,0.578,3,145902,-5.574,0.187,0,Yasmeen,Fixated,36,0
